,Datetime,Tweet Id,Text,Username,sen_results,polarity,subjectivity,sentiment
10,2022-09-15 03:05:00+00:00,1570247281252573185,A recent study by the National Advisory Committee on Immunization (NACI) found that pregnant mothers were more reluctant to get the Covid19 vaccine Read more:  #cdnpoli ,TrueNorthCentre,"{'polarity': 0.3333333333333333, 'subjectivity': 0.4375, 'sentiment': 'Positive'}",0.3333333333333333,0.4375,Positive
11,2022-09-15 03:04:27+00:00,1570247142270435328,Its about time Canada does the same Denmark has banned the COVID19 vaccine for most people under 50 the Danish Health Authority said yesterday ,MarnieStretch,"{'polarity': 0.25, 'subjectivity': 0.3125, 'sentiment': 'Positive'}",0.25,0.3125,Positive
12,2022-09-15 03:04:26+00:00,1570247139992961024,"European Court of Auditors published a report accusing the Commission of refusing to disclose any details of Commission President Ursula von der Leyens personal role in the talks with Pfizer over the EU’s largest COVID19 vaccine contract
",unicum_orange,"{'polarity': 0.0, 'subjectivity': 0.15, 'sentiment': 'Neutral'}",0.0,0.15,Neutral
13,2022-09-15 03:03:56+00:00,1570247012544819201,Dr Anthony Fauci in a heated exchange shuts down Sen Rand Pauls (RKY) misinformation about COVID19 vaccines ,Snacks1959,"{'polarity': -0.15555555555555559, 'subjectivity': 0.2888888888888889, 'sentiment': 'Negative'}",-0.15555555555555559,0.2888888888888889,Negative
14,2022-09-15 03:03:37+00:00,1570246935751315456,"Before getting COVID19 Vaccine you may want to know the 100s of health risks that come with it If you were jabbed were you informed of all the risks Vaccine Adverse (harmful) Event Reporting System (VAERS)
Standard Operating Procedures for COVID19 ",AngeloG_016259,"{'polarity': 0.0, 'subjectivity': 0.0, 'sentiment': 'Neutral'}",0.0,0.0,Neutral
15,2022-09-15 03:02:42+00:00,1570246704632299520,End of COVID19 in Sight Says WHO Chief •NPHCDA: Over 47 million Nigerians vaccinated against the virus •Nigeria receives 604000 vaccines from MTN Onyebuchi Ezigbo James Emejo and  ,THISDAYLIVE,"{'polarity': 0.0, 'subjectivity': 0.0, 'sentiment': 'Neutral'}",0.0,0.0,Neutral
16,2022-09-15 03:02:30+00:00,1570246653059420160, should follow the science #VaccineSideEffects #vaccines #vaccinated #unvaccinated #vaccineinjuries #CovidisAirborne #Covid19 ,LexCorporation,"{'polarity': 0.0, 'subjectivity': 0.0, 'sentiment': 'Neutral'}",0.0,0.0,Neutral
17,2022-09-15 03:02:11+00:00,1570246575083106304, The charade is up on COVID19 vaccines amp efficacy 👇👇👇 ,Johnpap44942928,"{'polarity': 0.0, 'subjectivity': 0.0, 'sentiment': 'Neutral'}",0.0,0.0,Neutral
18,2022-09-15 03:00:53+00:00,1570246245603774464,Immunological memory to SARS‐CoV‐2 infection and COVID‐19 vaccines  Sette  2022  Immunological Reviews ,BagaiDr,"{'polarity': 0.0, 'subjectivity': 0.0, 'sentiment': 'Neutral'}",0.0,0.0,Neutral
19,2022-09-15 03:00:19+00:00,1570246102225670145,Lest we forget 522 Americans died yesterday of COVID19 a disease for which there is a safe and effective vaccine,SteveBHolt,"{'polarity': 0.55, 'subjectivity': 0.65, 'sentiment': 'Positive'}",0.55,0.65,Positive
20,2022-09-15 02:59:58+00:00,1570246015638437888,"I see anti vaxxers in Aotearoa are still trying to use population data rather than case data to claim the vaccine doesnt work
The thing theyre missing: You arent a survivor of covid 19 if youve never had it One would think this is obvious but apparently not for them 😂",KrispKiwi,"{'polarity': -0.075, 'subjectivity': 0.3, 'sentiment': 'Negative'}",-0.075,0.3,Negative
21,2022-09-15 02:58:23+00:00,1570245618299293696,🔊 Thanks for supporting #VaccineEquity through COVID19 Will you join #GlobalCitizenFestival and pledge funds to the mRNA Tech Hub to empower developing regions to produce their own vaccines,Jennife84678086,"{'polarity': 0.35000000000000003, 'subjectivity': 0.48333333333333334, 'sentiment': 'Positive'}",0.35000000000000003,0.48333333333333334,Positive
22,2022-09-15 02:58:10+00:00,1570245560476782594, The Ministry of Health and family the COVID19 Vaccination Day 607 a total of vaccine doses 2159474293 have been given till today whereas the as per COWIN 2159790160 doses were administered as of date ,abclive,"{'polarity': 0.0, 'subjectivity': 0.75, 'sentiment': 'Neutral'}",0.0,0.75,Neutral
23,2022-09-15 02:58:07+00:00,1570245549546242049,COVID19 vaccines still available at Dr Otto Rodriguez San Pedro Polyclinic II  via ,SanPedroSun,"{'polarity': 0.4, 'subjectivity': 0.4, 'sentiment': 'Positive'}",0.4,0.4,Positive
24,2022-09-15 02:57:42+00:00,1570245445397680129, The Ministry of Health and Family Welfare informed that COVID19 Vaccination for 1214 years started on 16/03/2022 and till today 71783740 doses of COVID19 Vaccine have been administered ,abclive,"{'polarity': 0.0, 'subjectivity': 0.0, 'sentiment': 'Neutral'}",0.0,0.0,Neutral
25,2022-09-15 02:57:22+00:00,1570245362220400643,"Youtube change la politique sur le vaccin Covid19 et les masques secrètement
油管🥷🏿偷偷更改了对新冠疫苗和口罩话题的政策
#中共 #疫苗灾难
#CCP #vaccines #mRNA ",G32134367G,"{'polarity': 0.0, 'subjectivity': 0.0, 'sentiment': 'Neutral'}",0.0,0.0,Neutral
26,2022-09-15 02:56:08+00:00,1570245049899974656, You are completely ignoring the fact that vaccines save lives amp improve long term outcome if one did contract COVID19,AllisonBarns,"{'polarity': 0.025, 'subjectivity': 0.4, 'sentiment': 'Positive'}",0.025,0.4,Positive
27,2022-09-15 02:56:01+00:00,1570245023031087105, “We estimate that 22000  30000 previously uninfected adults aged 1829 must be boosted with an mRNA vaccine to prevent one COVID19 hospitalisation Using CDC and sponsorreported adverse event data we find that booster mandates may cause a net expected harm”,LovePuck1,"{'polarity': -0.09166666666666667, 'subjectivity': 0.24166666666666667, 'sentiment': 'Negative'}",-0.09166666666666667,0.24166666666666667,Negative
28,2022-09-15 02:55:23+00:00,1570244864045883397,New report shows that young TikTok users could be susceptible to harmful and even lethal misinformation specifically home remedies for abortion and false claims about COVID19 vaccines made readily available through public videos on the social media site ,DrIanWeissman,"{'polarity': 0.04494949494949494, 'subjectivity': 0.3313131313131313, 'sentiment': 'Positive'}",0.04494949494949494,0.3313131313131313,Positive
29,2022-09-15 02:54:06+00:00,1570244540929286145,Dont feel like Im dying now so thats an improvement Will continue to mitigate as I have been and hope public health improves as well as the next generation of COVID 19 vaccines And regardless of Covid mitigating esp mask has been beneficial for my health,CryptidSprinkle,"{'polarity': 0.0, 'subjectivity': 0.03333333333333333, 'sentiment': 'Neutral'}",0.0,0.03333333333333333,Neutral
30,2022-09-15 02:53:37+00:00,1570244417373736960," 英国政府のプレスリリースがこちらです。
First bivalent COVID19 booster vaccine approved by UK medicines regulator
",matchankk,"{'polarity': 0.25, 'subjectivity': 0.3333333333333333, 'sentiment': 'Positive'}",0.25,0.3333333333333333,Positive
31,2022-09-15 02:51:49+00:00,1570243963243884546,Remember with Pfizer got EUA on their mRNA Vaccine to prevent Covid19 ,R2D2HB,"{'polarity': 0.0, 'subjectivity': 0.0, 'sentiment': 'Neutral'}",0.0,0.0,Neutral
32,2022-09-15 02:51:17+00:00,1570243828807831552,"Denmark has ended the COVID19 vaccine for most people under 50 the Danish Health Authority said yesterday But here and Quebcland of the dummies we Urgently send people to get more jabs for NO FUxxxing reason 
#Canada #Sante #Health #quebec2022 ",valjuste3,"{'polarity': 0.5, 'subjectivity': 0.5, 'sentiment': 'Positive'}",0.5,0.5,Positive
33,2022-09-15 02:50:15+00:00,1570243568840871936,"Youtube change la politique sur le vaccin Covid19 et les masques secrètement
油管偷偷更改了对新冠疫苗和口罩话题的政策
#中共 #疫苗灾难
#CCP #vaccines #mRNA ",ganenyifa,"{'polarity': 0.0, 'subjectivity': 0.0, 'sentiment': 'Neutral'}",0.0,0.0,Neutral
34,2022-09-15 02:50:11+00:00,1570243555440066564, It’s simple look at what they’ve done so far Covid 19 now monkey pox so in theory they will push some bs and create a vaccine for monkey pox let’s be honest the people who have monkey box are the democrats running this country just my 2,merryfarmranch,"{'polarity': 0.09166666666666666, 'subjectivity': 0.3761904761904762, 'sentiment': 'Positive'}",0.09166666666666666,0.3761904761904762,Positive
35,2022-09-15 02:49:31+00:00,1570243385549803520,"Youtube change la politique sur le vaccin Covid19 et les masques secrètement
油管偷偷更改了对新冠疫苗和口罩话题的政策
#中共 #疫苗灾难
#CCP #vaccines #mRNA ",ganenyifa,"{'polarity': 0.0, 'subjectivity': 0.0, 'sentiment': 'Neutral'}",0.0,0.0,Neutral
36,2022-09-15 02:48:47+00:00,1570243202875289603,A new study conducted by scientists from Harvard and Johns Hopkins currently in preprint reveals that the COVID19 vaccines were up to 98 times worse than the virus itself Liberals  Well what do Harvard and Johns Hopkins know about medicine,oldarmy1,"{'polarity': -0.08787878787878789, 'subjectivity': 0.48484848484848486, 'sentiment': 'Negative'}",-0.08787878787878789,0.48484848484848486,Negative
37,2022-09-15 02:44:56+00:00,1570242232392761345,VICTORY Denmark has banned the COVID19 vaccine for most people under 50 the Danish Health Authority said yesterday ,Gaigous,"{'polarity': 0.5, 'subjectivity': 0.5, 'sentiment': 'Positive'}",0.5,0.5,Positive
38,2022-09-15 02:43:24+00:00,1570241845359165441,Vitamin D: Nature’s Natural Covid19 “Vaccine” | Natures Real Health ,nicktompan,"{'polarity': 0.15000000000000002, 'subjectivity': 0.35000000000000003, 'sentiment': 'Positive'}",0.15000000000000002,0.35000000000000003,Positive
39,2022-09-15 02:43:15+00:00,1570241806859923456, The covid19 vaccine was approved by the FDA But the version they approved never was on the market Everyone received experimental emergency authorized shots Doesnt make it better one bit though,Mass_Confusion_,"{'polarity': 0.3, 'subjectivity': 0.45, 'sentiment': 'Positive'}",0.3,0.45,Positive
40,2022-09-15 02:41:15+00:00,1570241303216291840,Covid19 Vaccines    ,realJamesIan,"{'polarity': 0.0, 'subjectivity': 0.0, 'sentiment': 'Neutral'}",0.0,0.0,Neutral
41,2022-09-15 02:41:12+00:00,1570241290759176192,Denmark will no longer be offering the experimental COVID19 vaccines to people under 50yearsold months after ending vaccination for those under 18yearsold Meanwhile in 🇨🇦 our special PM Trudeau is pushing on infants and kids Truly disgusting ,PERE74192336,"{'polarity': -0.18095238095238095, 'subjectivity': 0.6571428571428571, 'sentiment': 'Negative'}",-0.18095238095238095,0.6571428571428571,Negative
42,2022-09-15 02:40:32+00:00,1570241124102733825,Full transparency of the COVID19 vaccine clinical trial data is needed to properly evaluate these questions Unfortunately as we approach 2 years after release of COVID19 vaccines participant level data remain inaccessible ,AndresD15750894,"{'polarity': -0.05000000000000001, 'subjectivity': 0.5499999999999999, 'sentiment': 'Negative'}",-0.05000000000000001,0.5499999999999999,Negative
43,2022-09-15 02:39:37+00:00,1570240894988881921,Dr Anthony Fauci in a heated exchange shuts down Sen Rand Pauls (RKY) misinformation about COVID19 vaccines ,Bobbi_Sanchez,"{'polarity': -0.15555555555555559, 'subjectivity': 0.2888888888888889, 'sentiment': 'Negative'}",-0.15555555555555559,0.2888888888888889,Negative
44,2022-09-15 02:39:00+00:00,1570240740349071361,"Youtube change la politique sur le vaccin Covid19 et les masques secrètement
油管偷偷更改了对新冠疫苗和口罩话题的政策
#中共 #疫苗灾难
#CCP #vaccines #mRNA ",MrY0987,"{'polarity': 0.0, 'subjectivity': 0.0, 'sentiment': 'Neutral'}",0.0,0.0,Neutral
45,2022-09-15 02:38:02+00:00,1570240495770800128,20220914 he domestic economy (in China) has reached the last squeeze prior to its collapse Many countries have abandoned their vaccine (Covid19) policies There has been massive overissuance of currency in the last two or three years broken supply ch ,Takedowntheccp5,"{'polarity': 0.014285714285714282, 'subjectivity': 0.30476190476190473, 'sentiment': 'Positive'}",0.014285714285714282,0.30476190476190473,Positive
46,2022-09-15 02:35:22+00:00,1570239824694583297,Kane vaccination hub to offer new COVID19 booster shots  News Social Impact | The Perfect Enemy:  #Coronavirus #Vaccines ,MrMarchi,"{'polarity': 0.3898989898989899, 'subjectivity': 0.5070707070707071, 'sentiment': 'Positive'}",0.3898989898989899,0.5070707070707071,Positive
47,2022-09-15 02:35:09+00:00,1570239770244022272,A pediatric cardiologist says that it’s clear from all of the available evidence that the spike proteins the #COVID19 vaccines tell the body to make are toxic to the heart  via ,AuEpochTimes,"{'polarity': 0.25, 'subjectivity': 0.39166666666666666, 'sentiment': 'Positive'}",0.25,0.39166666666666666,Positive
48,2022-09-15 02:35:05+00:00,1570239754230272000,Kane vaccination hub to offer new COVID19 booster shots  News Social Impact | The Perfect Enemy:  #Coronavirus #Vaccines ,MrSkanner,"{'polarity': 0.3898989898989899, 'subjectivity': 0.5070707070707071, 'sentiment': 'Positive'}",0.3898989898989899,0.5070707070707071,Positive
49,2022-09-15 02:35:02+00:00,1570239738933641217,CDC Director Admits Agency Gave False Information on COVID19 Vaccine Safety Monitoring ,NormaDTorres,"{'polarity': -0.4000000000000001, 'subjectivity': 0.6, 'sentiment': 'Negative'}",-0.4000000000000001,0.6,Negative
50,2022-09-15 02:34:00+00:00,1570239482196115456,Worried About Potential Covid19 Vaccine Side Effects or Whether You Should Get Vaccinated at All | Natures Real Health ,nicktompan,"{'polarity': 0.1, 'subjectivity': 0.65, 'sentiment': 'Positive'}",0.1,0.65,Positive
